id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
48089,https://www.airbnb.com/rooms/48089,20220922013624,2022-09-22,city scrape,Recoleta Classic French-Style 2BDR,"This classic French-style apartment is located on a quiet, tree-lined street one block away from the Plaza Intendente Alvear and the famous Recoleta Cemetery. Upscale shops, restaurants both grand and intimate, and a walker's paradise are just outside your door.  Recoleta is considered one of the more affluent and safe neighborhoods in BA - historic and filled with architectural gems.  Also a fantastic location to take in the daytime cafe scene or the more lively after dark nightlife.<br /><br /><b>The space</b><br />This classic French-style apartment is located on a quiet, tree-lined street but yet is just one block away from the Plaza Intendente Alvear, which faces the famous Recoleta Cemetery and Recoleta Cultural Center. Just around the corner is the classic luxe hotel, the Alvear Palace Hotel, and other posh hotels and shopping venues are all within a stone's throw.  Upscale shops, restaurants both grand and intimate, and a walker's paradise are just outside your door.  Recoleta ",,https://a0.muscache.com/pictures/568672/e2ede64a_original.jpg,192475,https://www.airbnb.com/users/show/192475,Chris,2010-08-05,"San Francisco, CA","I enjoy exploring the far corners of the Earth and getting to know local people and other travelers along the way.  Getting the ""local"" experience is a lot harder than it sounds, but always worth it.  Food, music, sport, and tradition add to the mix.",within a day,100%,43%,f,https://a0.muscache.com/im/users/192475/profile_pic/1291614517/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/192475/profile_pic/1291614517/original.jpg?aki_policy=profile_x_medium,Recoleta,1,2,"['email', 'phone', 'work_email']",t,t,,Recoleta,,-34.58705,-58.38791,Entire rental unit,Entire home/apt,4,,1.5 baths,2,3,"[""Elevator"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Hangers"", ""Oven"", ""Paid parking off premises"", ""Microwave"", ""Cable TV"", ""Air conditioning"", ""Ethernet connection"", ""Hot water"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Stove"", ""Long term stays allowed"", ""Kitchen"", ""Hair dryer"", ""Bed linens"", ""Coffee maker"", ""Cooking basics"", ""Washer""]","$7,238.00",7,365,7,7,365,365,7.0,365.0,,t,0,0,4,264,2022-09-22,103,3,0,2010-10-06,2022-01-27,4.87,4.86,4.79,4.91,4.96,4.96,4.88,,f,1,1,0,0,0.71
168298,https://www.airbnb.com/rooms/168298,20220922013624,2022-09-22,city scrape,Boutique Central Apt in BuenosAires,"Departamento ubicado en Corrientes y Riobamba<br />2 dormitorios, living comedor, cocina equipada con heladera con freezer, microondas, horno, tostadora, jarra electrica y varios utensillos. 1 Baños, y 1toilette. tv, wifi, tel, 2 aires frio/calor<br /><br /><b>The space</b><br />Nice apt for rent, 65 square meters, 7th floor, elevator building. The apartment has 2 bedrooms, one with a queen size bed and the other with 2 twins, living and dinning room, kitchen, and 1 and a half bathroom (one complete bathroom with bathtube). There are two splits for air conditioned, cable and wifi. The apt can accomodate comfortably 4 people, an extra person can sleep in the living room <br /> <br />The apt is situated on Corrientes Ave, one block from Callao. Subway B  (estacion Callao) is on the corner and subway D is 3 blocks away (Estacion Callao) .Corrientes Avenue is full of theaters and cinemas. From there you can walk to Recoleta (13 blocks) to Florida st 10 blocks away and to Abasto Shopping ma",,https://a0.muscache.com/pictures/3742541/3c1c07de_original.jpg,802023,https://www.airbnb.com/users/show/802023,Ana,2011-07-10,"Buenos Aires, Argentina","We have the apartment to rent to tourist as a complimentary activity.We are a couple both professionas
We like people to feel comfortable in our apartment and we try to provide them with all the best to make our home the place for a wonderfull vacation while visiting Buenos Aires.",within a day,50%,0%,f,https://a0.muscache.com/im/users/802023/profile_pic/1325281786/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/802023/profile_pic/1325281786/original.jpg?aki_policy=profile_x_medium,Balvanera,1,5,"['email', 'phone']",t,t,,Balvanera,,-34.60554,-58.3938,Entire rental unit,Entire home/apt,5,,1.5 baths,2,5,"[""Hangers"", ""Wifi"", ""Dishes and silverware"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""Shared garden or backyard"", ""Air conditioning"", ""Heating"", ""Iron"", ""Long term stays allowed"", ""Shampoo"", ""32\"" TV with Chromecast"", ""Essentials""]","$11,580.00",5,365,5,5,365,365,5.0,365.0,,t,27,57,87,362,2022-09-22,18,0,0,2012-01-02,2018-11-30,4.79,4.6,4.53,4.93,4.67,4.2,4.2,,f,1,1,0,0,0.14
48527,https://www.airbnb.com/rooms/48527,20220922013624,2022-09-22,city scrape,French style apartment in Recoleta,"<b>The space</b><br />Clasic apartment in Recoleta-La Isla- Buenos Aires <br />Located in the best street: Agote, besides the British Embassy. <br />Very quiet and safe area. <br /> <br />Wooden floors, big rooms, high ceilings and very lightfull. <br />The bathroom & kitchen are brand new. <br />Wifi high speed, plasma TV 32´,cable, telephone, split. microwave, freezer. <br />1 king size bed in the bedroom + 2 single in the living room. <br />Unique! <br /> <br />En RECOLETA - La ISLA, lindisimo departamento clasico estilo frances en la mejor calle de Recoleta Agote, junto a las escaleras de la embajada Britanica. Pisos de roble, muy tranquilo y luminoso, ambientes grandes,techos altos,bao y cocina a nuevo, gran categoria.  <br /> <br />Buenos Aires has a large network of buses, locally called ""Colectivos"". There are 144  lines, each one identified with a number and different colors. The ticket is paid on the bus with coins ONLY. <br /> <br />Taxis in Buenos Aires are black with the r",,https://a0.muscache.com/pictures/11761026/cfe2330e_original.jpg,221661,https://www.airbnb.com/users/show/221661,Ricardo,2010-09-02,"Buenos Aires, Argentina","me gusta la vida al aire libre, fly fishing, tennis, caballos, navegar,  comida y buen vino , Jazz, Bossa Nova  y buena musica....Leer",within a day,83%,0%,f,https://a0.muscache.com/im/users/221661/profile_pic/1283467030/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/221661/profile_pic/1283467030/original.jpg?aki_policy=profile_x_medium,Recoleta,5,6,"['email', 'phone']",t,t,,Recoleta,,-34.58555,-58.39468,Entire rental unit,Entire home/apt,2,,1 bath,1,1,"[""Hangers"", ""TV with standard cable"", ""Wifi"", ""Elevator"", ""Hair dryer"", ""Cable TV"", ""Air conditioning"", ""Heating"", ""Kitchen"", ""Long term stays allowed"", ""Essentials""]","$19,355.00",3,365,3,3,365,365,3.0,365.0,,t,30,60,90,365,2022-09-22,1,0,0,2014-01-07,2014-01-07,3.0,,,,,,,,f,2,1,1,0,0.01
172118,https://www.airbnb.com/rooms/172118,20220922013624,2022-09-22,city scrape,Owner Featured on HGTV- Spacious Palermo Soho Loft,"2 Bdrms, Plus Separate Office! Work from home! Huge loft 1190 square feet-  Steps to everywhere you want to be in Palermo Soho! Close to Subway. Excellent location.  Reduced Rate! Excellent Reviews. Near Botanical Garden, Major Grocery, Major Gym, Weekend Fairs, Best Restaurants, Shopper's Heaven! Owners have been featured on HGTV and have thought of everything for your stay as this is their personal 2nd home too!<br /><br /><b>The space</b><br />PROMO - SAVE 40%  or MORE - already reflected in price. Perfect property if you need to work with SEPARATE OFFICE SPACE<br /><br />If you are a FOODIE, this is your location. If you enjoy weekend artisan markets, this is your location! If you like shopping, this is your location! If you like gardens, this is your location! If you like a vibrant, yet relaxing atmosphere with something to do at any time day or night, this is your location!<br /><br />Beautiful, renovated Loft of 1160 sq ft in an antique, classic, French-style building located in","Palermo Soho offers the best restaurants, the best shopping, beautiful parks, museums, easy transportation options",https://a0.muscache.com/pictures/miso/Hosting-172118/original/8b67d81d-5309-41c3-9915-4a79d97553b3.jpeg,791090,https://www.airbnb.com/users/show/791090,Jamais,2011-07-07,"Florida, United States","At LetsGoPDC, we offer's select vacation properties in Mexico, Florida, and Argentina.  A handful are featured here on Airbnb. We invite you to join us on this exciting journey...



",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/a8de99ec-34a0-4bb9-ab01-b38d1c8463d7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a8de99ec-34a0-4bb9-ab01-b38d1c8463d7.jpg?aki_policy=profile_x_medium,Palermo,10,31,"['email', 'phone']",t,t,"Buenos Aires, Capital Federal, Argentina",Palermo,,-34.58735,-58.42186,Entire loft,Entire home/apt,4,,2 baths,2,3,"[""Host greets you"", ""Refrigerator"", ""Heating"", ""Private entrance"", ""Essentials"", ""Hangers"", ""Oven"", ""Security cameras on property"", ""Paid parking off premises"", ""Outdoor furniture"", ""Microwave"", ""Cable TV"", ""Dedicated workspace"", ""Hot water"", ""TV with Chromecast, Netflix, standard cable"", ""Extra pillows and blankets"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Stove"", ""Shared gym nearby"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Kitchen"", ""Iron"", ""Hair dryer"", ""Bed linens"", ""Coffee maker"", ""Cooking basics"", ""Private patio or balcony""]","$12,883.00",4,365,3,7,365,365,4.1,365.0,,t,13,23,32,85,2022-09-22,75,7,1,2011-10-19,2022-08-28,4.81,4.89,4.87,4.79,4.8,4.94,4.73,,f,1,1,0,0,0.56
48535,https://www.airbnb.com/rooms/48535,20220922013624,2022-09-22,city scrape,Elegant apartment in downtown Bs.As,"Minimum rental period: 6 months<br /><br /><b>The space</b><br />Great apartment in French style building.<br />Perfect location in San Martin Square, one of the most exclusive areas of Buenos Aires.<br />Close to the famous street ""Florida"", Galerias Pacifico Shopping & important Hotels such as Sheraton & Marriott.<br /><br /><b>Guest access</b><br />The apartment is on the 2nd floor of the building, access by stairs.<br />The place has a modern living room, dinning room with a table and 6 chairs.<br />The bedroom has a queen size bed for 2 (or 2 individual beds)<br />Complete bathroom with shower + a separate toilette.<br />Totally equipped kitchen.<br />Plaza San Martin is one of the most important areas in the city, with access to all transportations.<br />Close to cinemas, theatres, art galleries, bars, shoppings, gyms, etc.<br />Internet, tv, DVD, audio equipment, air conditioning, heating, microwave, refrigerator with freezer, iron, hair dryer.<br />Towels & linen are included.<",,https://a0.muscache.com/pictures/278572/a07eec5a_original.jpg,221044,https://www.airbnb.com/users/show/221044,Florencia,2010-09-02,"Brussels, Belgium",;-),N/A,N/A,N/A,f,https://a0.muscache.com/im/users/221044/profile_pic/1359413265/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/221044/profile_pic/1359413265/original.jpg?aki_policy=profile_x_medium,Retiro,1,1,"['email', 'phone']",t,t,,Retiro,,-34.5962,-58.37529,Entire rental unit,Entire home/apt,2,,2 baths,1,2,"[""Hangers"", ""TV with standard cable"", ""Wifi"", ""Hair dryer"", ""Kitchen"", ""Cable TV"", ""Hot tub"", ""Air conditioning"", ""Heating"", ""Iron"", ""Long term stays allowed""]","$7,238.00",90,1095,90,90,1095,1095,90.0,1095.0,,t,29,59,89,364,2022-09-22,0,0,0,,,,,,,,,,,f,1,1,0,0,
48678,https://www.airbnb.com/rooms/48678,20220922013624,2022-09-22,city scrape,Grate & Luxury apartment Recoleta,"The best one bedroom appt. in La ISLA , Recoleta, Barrio Norte, Buenos Aires.<br />Staylish french appt. with one bedroom, wood floor, full of light and good furniture.<br />With all the equipment for a wonderful stay in Baires.<br /><br /><b>The space</b><br />Luxury one-bedroom apartment recently refurbished and decorated. Located in “La Isla” area a few feet away from the British Embassy. The location is in the Recoleta neighborhood, very close to Libertador Avenue where the main museums are located, and near to the main parks in Buenos Aires <br /> <br /> <br />The apartment is on a 3th floor in a noiseless street. 52 sq. mts including stylish furniture, LCD TV, DVD player, cable TV, built-in closets, Wi-Fi internet and phone. <br /> <br /> <br />- LIVING ROOM: This stylish living room includes two modern style sofas that can be used as single beds, plenty of natural light that comes in through a large window. A large 32” LCD Tv with cable on a table that can be set to face any ang",,https://a0.muscache.com/pictures/10626187/164c911d_original.jpg,221661,https://www.airbnb.com/users/show/221661,Ricardo,2010-09-02,"Buenos Aires, Argentina","me gusta la vida al aire libre, fly fishing, tennis, caballos, navegar,  comida y buen vino , Jazz, Bossa Nova  y buena musica....Leer",within a day,83%,0%,f,https://a0.muscache.com/im/users/221661/profile_pic/1283467030/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/221661/profile_pic/1283467030/original.jpg?aki_policy=profile_x_medium,Recoleta,5,6,"['email', 'phone']",t,t,,Recoleta,,-34.58507,-58.395,Private room in rental unit,Private room,3,,1 bath,1,2,"[""TV with standard cable"", ""Wifi"", ""Cable TV"", ""Heating"", ""Air conditioning"", ""Kitchen"", ""Long term stays allowed""]","$19,355.00",3,365,3,3,365,365,3.0,365.0,,t,18,48,78,353,2022-09-22,1,0,0,2010-12-30,2010-12-30,4.0,,,,,,,,f,2,1,1,0,0.01
172135,https://www.airbnb.com/rooms/172135,20220922013624,2022-09-22,city scrape,Recoleta full equipped Apartment,"The apartment it´s very well located in <br />RECOLETA, very close to Restaurants , Cafe shops, Bars, Books Stores, Malls, ,Parks.<br />Buses for capital and province of Buenos Aires,,, Also  New Subway  station and a 2 blocks of the apartment   ,and bicicles at the door for rent.<br /> <br />Food Deliveries,Supermarkets , Pharmacies open 24 hrs,  <br />It´s a 3 BLOCKS  from the Famous Cementery of Recoleta.<br />Is very close of the best Private Clinics in BA<br /><br /><b>The space</b><br />Full furnished apartment , 452 sq. ft. , fULL EQUIPPED BATHROOM  and full equipped KITCHEN, . <br />The apartment it´s for 2 people , but enter 3.<br />the third passenger have an EXTRA  charge of  18u$a per day.<br /><br />BALCONY  with exterior tree ,,, ,chairs,small table. And Electrical Window Shade .<br />Also a good DAY LIGHT  and a nice Chandelier.<br /> Air conditioning ,Cold/ Heat,  and Ceiling  Air vent.<br />FLAT TV 32"" cable, ,<br />High Speed  WIFI  Internet.  <br />Freezer, Microwave","FIRSTLY IT´S IN RECOLETA,,, AND IT´S VERY CLOSE TO EVERYTHING,,,<br /><br />MUSEUMS, PARKS, CAFES, BOUTIQUES, RESTAURANTS,CULTURAL CENTERS , UNIVERSITIES , LIBRARY , BOOK STORES, AN BEAUTIFUL PARKS,<br /> ETC,",https://a0.muscache.com/pictures/54229763/54e1cfba_original.jpg,523775,https://www.airbnb.com/users/show/523775,Silvia  Diana,2011-04-20,"Buenos Aires, Argentina","Vivo en Recoleta , BA, hablo English, un poco de Griego Y conocimientos de Italiano,
Fuí Crew member de American Airlines  muchos años y luego Anticuarista,
Tambien tengo nacionalidad Española.

Estoy terminando el Profesorado de English.
Soy Vegan. (vegana),.y practico Yoga.
mi estilo de hospedaje, es buscar la excelencia.

 ",within an hour,100%,94%,t,https://a0.muscache.com/im/users/523775/profile_pic/1310418810/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/523775/profile_pic/1310418810/original.jpg?aki_policy=profile_x_medium,Recoleta,1,1,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Recoleta,,-34.58983,-58.39786,Entire rental unit,Entire home/apt,2,,1 bath,1,2,"[""Elevator"", ""Bikes"", ""Fire extinguisher"", ""Window AC unit"", ""Ceiling fan"", ""Wine glasses"", ""Cleaning before checkout"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Dining table"", ""Essentials"", ""Bidet"", ""SHAMPOO PARA MANOS Y CUERPO body soap"", ""Hangers"", ""Oven"", ""Paid parking off premises"", ""Cleaning products"", ""Freezer"", ""Microwave"", ""Cable TV"", ""Shower gel"", ""Ethernet connection"", ""Hot water"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Toaster"", ""Stove"", ""Long term stays allowed"", ""Iron"", ""Kitchen"", ""First aid kit"", ""Laundromat nearby"", ""Bathtub"", ""Room-darkening shades"", ""Record player"", ""Hair dryer"", ""Clothing storage: closet, wardrobe, and dresser"", ""Bed linens"", ""Safe"", ""Coffee maker"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Shampoo""]","$5,645.00",3,365,3,3,365,365,3.0,365.0,,t,7,7,29,29,2022-09-22,73,12,2,2011-10-20,2022-08-28,4.91,4.96,4.9,5.0,4.99,4.97,4.85,,f,1,1,0,0,0.55
50778,https://www.airbnb.com/rooms/50778,20220922013624,2022-09-22,city scrape,Gorgeous 2bdrm in Awesome Recoleta,"***The prices are defined in USD. If you view the prices in Argentine pesos, Airbnb calculates the conversion at the official dollar rate, WHICH DOES NOT INCLUDE THE TAXES (approx 60%) THAT YOU WILL BE CHARGED BY THE ARGENTINE GOVERNMENT ***<br /><br />Welcome to our gorgeous family-owned apartment in Recoleta! This upscale neighbourhood represents the peak of porteño living and is the ideal place to explore the city from.  Make yourself at home in the airy and comfortable flat and enjoy your stay!<br /><br /><b>The space</b><br />Superb 2 bed apartment in Recoleta on Pueyrredon and French.  The apartment is 'contrafrente' (faces the large 'pulmon de manzana'/interior open space, rather than the road) so it's quiet and has really great light.<br /><br />It's a great central location, with all the transport links (subte D and many many bus lines) on Pueyrredon and nearby Santa Fe and Las Heras (4 blocks in either direction), walking distance to parks, Recoleta cemetery area, Palermo and",,https://a0.muscache.com/pictures/292157/3eaa23a0_original.jpg,233651,https://www.airbnb.com/users/show/233651,Cameron,2010-09-13,"Buenos Aires, Argentina","Originally from England, I moved to Buenos Aires in 2006 after spending 4 years in New York.

I love travelling, playing sports, meeting people, constantly learning and enjoying life.  So BA has proven to be a good spot to do all that from.

I live in BA, so am around to answer any questions you might have.",within an hour,100%,4%,f,https://a0.muscache.com/im/users/233651/profile_pic/1284425795/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/233651/profile_pic/1284425795/original.jpg?aki_policy=profile_x_medium,Recoleta,6,7,"['email', 'phone']",t,t,,Recoleta,,-34.58978,-58.40011,Entire condo,Entire home/apt,4,,1.5 baths,2,2,"[""Host greets you"", ""Refrigerator"", ""Heating"", ""Essentials"", ""Hangers"", ""Oven"", ""Paid parking off premises"", ""Microwave"", ""Cable TV"", ""Air conditioning"", ""Ethernet connection"", ""Hot water"", ""TV with standard cable"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Long term stays allowed"", ""Kitchen"", ""Iron"", ""Bathtub"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee maker""]","$8,685.00",5,1125,5,5,1125,1125,5.0,1125.0,,t,23,53,83,173,2022-09-22,97,1,0,2010-11-07,2022-05-24,4.41,4.43,4.12,4.83,4.93,4.85,4.49,,f,6,6,0,0,0.67
175005,https://www.airbnb.com/rooms/175005,20220922013624,2022-09-22,city scrape,1 BR flat in Palermo Soho,"Convenient, fully equipped 1 Bedroom Apartment in Palermo Soho with Kitchen, Living room and Bathroom especially thought for longer stays for 1 person or a couple<br /><br /><b>The space</b><br />The apartment is located on the 4th floor (with elevator). It consists of a living room with a sofa and a 32"" LCD TV, a stereo and air conditioning in the living room; an open kitchen with table and chairs, a double induction cooker, refrigerator and freezer, a small electric oven, a microwave, pans, dishes, glasses, cutlery and other kitchenware; a bedroom with a double bed (150cm/60"" wide), a closet, two night tables and a ceiling fan; a bathroom with shower, bidet and hot water.<br />The apartment has heating and a small safe to store valuables and documents.<br /><br /><b>Guest access</b><br />You will enjoy the apartment all for yourself throughout your stay in full privacy.<br /><br /><b>Other things to note</b><br />* The air conditioning unit is only in the living room. The bedroom has","PALERMO along with Recoleta is the safest and most upscale neighborhood in Buenos Aires. It is filled with trendy bars, restaurants and design shops.<br /><br />The apartment is located on Guatemala street, close to the intersection with calle Gurruchaga.<br /><br />In front of the famous steak house Parrilla Don Julio<br /><br />4 blocks from Avenida Santa Fe and at walking distance from all the renowned venues of Palermo.<br /><br />There are various LAUNDRIES in the neighborhood which will wash your clothes in less than 24 hours.",https://a0.muscache.com/pictures/dafa9a28-c824-4b92-9c38-9d7e021c9cc8.jpg,836368,https://www.airbnb.com/users/show/836368,Daniele,2011-07-18,"Buenos Aires, Argentina","***ENG BELOW***

Me llamo Daniele y soy un artista de Roma, una de las ciudades más fascinantes del mundo!

Mi pasión es la cerámica pero también me gusta el arte contemporáneo en todas sus facetas. Podrán ver algunas de mis obras durante su estadía en mi casa.

Soy una persona curiosa y me apasiona todo. Me encanta probar cosas nuevas, nuevos sabores y nuevos destinos de viaje con entusiasmo y mente abierta.

Me encanta conocer personas inspiradoras desde todo el mundo.

***ENG***

My name is Daniele, I am an artist from Rome, one of the most charming cities in the world!

My passion is ceramic and pottery but I like contemporary art in all its forms. You will be able to see some of my works during your stay in my apartment.

I am curious and passionate about everything. I like to try new things, new foods and new travel destinations with enthusiasm and an open mind.

I love to know inspiring people from all around the world!",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/856d3e52-e2e9-4537-be9b-b7ae63393fb8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/856d3e52-e2e9-4537-be9b-b7ae63393fb8.jpg?aki_policy=profile_x_medium,Palermo,3,3,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.5862,-58.42465,Entire rental unit,Entire home/apt,2,,1 bath,1,1,"[""Elevator"", ""Drying rack for clothing"", ""Window AC unit"", ""Ceiling fan"", ""Wine glasses"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Dining table"", ""Essentials"", ""Single level home"", ""Bidet"", ""Hangers"", ""32\"" HDTV with standard cable"", ""Oven"", ""Cleaning products"", ""Microwave"", ""Cable TV"", ""Shower gel"", ""Body soap"", ""Baking sheet"", ""Ethernet connection"", ""Paid parking lot off premises"", ""Hot water"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Fast wifi \u2013 58 Mbps"", ""Free street parking"", ""Sound system with aux"", ""Conditioner"", ""Induction stove"", ""Long term stays allowed"", ""Iron"", ""Kitchen"", ""Laundromat nearby"", ""Room-darkening shades"", ""Hair dryer"", ""Clothing storage: closet and dresser"", ""Bed linens"", ""Safe"", ""Coffee maker"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Hot water kettle""]","$5,356.00",3,30,3,3,30,30,3.0,30.0,,t,15,24,38,128,2022-09-22,183,9,2,2011-09-04,2022-09-19,4.76,4.9,4.73,4.84,4.88,4.93,4.73,,f,3,3,0,0,1.36
175081,https://www.airbnb.com/rooms/175081,20220922013624,2022-09-22,city scrape,1 BR flat in Palermo,"Convenient, fully equipped 1 Bedroom Apartment in Palermo with Kitchen, Living room and Bathroom especially thought for longer stays for 1 person or a couple<br /><br /><b>The space</b><br />The apartment is located on the 5th floor (with elevator). It consists of a living room with a corner sofa and a 42"" LCD TV, a stereo and air conditioning in the living room; an open kitchen with table and chairs, a double induction cooker, refrigerator and freezer, a small electric oven, a microwave, pans, dishes, glasses, cutlery and other kitchenware; a bedroom with a double bed (150cm/60"" wide), a closet, two night tables and a ceiling fan; a bathroom with tub, bidet and hot water.<br /><br />The apartment has heating and a small safe to store valuables and documents.<br /><br /><b>Guest access</b><br />You will enjoy the apartment all for yourself throughout your stay in full privacy.<br /><br /><b>Other things to note</b><br />* The air conditioning unit is only in the living room. The bedroo","PALERMO along with Recoleta is the safest and most upscale neighborhood in Buenos Aires. It is filled with trendy bars, restaurants and design shops.<br /><br />The apartment is located on Guatemala street, close to the intersection with calle Gurruchaga.<br /><br />In front of the famous steak house Parrilla Don Julio<br /><br />4 blocks from Avenida Santa Fe and at walking distance from all the renowned venues of Palermo.<br /><br />There are various LAUNDRIES in the neighborhood which will wash your clothes in less than 24 hours.",https://a0.muscache.com/pictures/8cdda634-59b1-4b82-adcb-ae0db06bcc39.jpg,836368,https://www.airbnb.com/users/show/836368,Daniele,2011-07-18,"Buenos Aires, Argentina","***ENG BELOW***

Me llamo Daniele y soy un artista de Roma, una de las ciudades más fascinantes del mundo!

Mi pasión es la cerámica pero también me gusta el arte contemporáneo en todas sus facetas. Podrán ver algunas de mis obras durante su estadía en mi casa.

Soy una persona curiosa y me apasiona todo. Me encanta probar cosas nuevas, nuevos sabores y nuevos destinos de viaje con entusiasmo y mente abierta.

Me encanta conocer personas inspiradoras desde todo el mundo.

***ENG***

My name is Daniele, I am an artist from Rome, one of the most charming cities in the world!

My passion is ceramic and pottery but I like contemporary art in all its forms. You will be able to see some of my works during your stay in my apartment.

I am curious and passionate about everything. I like to try new things, new foods and new travel destinations with enthusiasm and an open mind.

I love to know inspiring people from all around the world!",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/856d3e52-e2e9-4537-be9b-b7ae63393fb8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/856d3e52-e2e9-4537-be9b-b7ae63393fb8.jpg?aki_policy=profile_x_medium,Palermo,3,3,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.58926,-58.41942,Entire rental unit,Entire home/apt,2,,1 bath,1,1,"[""Elevator"", ""Drying rack for clothing"", ""Window AC unit"", ""Ceiling fan"", ""Wine glasses"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Dining table"", ""Essentials"", ""Single level home"", ""Bidet"", ""Hangers"", ""Oven"", ""Cleaning products"", ""Microwave"", ""Cable TV"", ""Shower gel"", ""Body soap"", ""Dedicated workspace"", ""Baking sheet"", ""Ethernet connection"", ""Paid parking lot off premises"", ""Hot water"", ""Extra pillows and blankets"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""42\"" HDTV with standard cable"", ""Sound system with aux"", ""Conditioner"", ""Induction stove"", ""Long term stays allowed"", ""Iron"", ""Kitchen"", ""Laundromat nearby"", ""Bathtub"", ""Room-darkening shades"", ""Hair dryer"", ""Clothing storage: closet and dresser"", ""Bed linens"", ""Safe"", ""Coffee maker"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Hot water kettle""]","$4,922.00",3,30,3,3,30,30,3.0,30.0,,t,9,11,34,124,2022-09-22,141,10,1,2012-02-07,2022-09-03,4.79,4.86,4.71,4.79,4.92,4.84,4.78,,f,3,3,0,0,1.09
52511,https://www.airbnb.com/rooms/52511,20220922013624,2022-09-22,city scrape,San Telmo Apartment (Buenos Aires),"<b>The space</b><br />I live in a quiet and sunny 55 mt apartment. It's very confortable and well located. <br /> <br />The apartment is in San Telmo, the Historic District of Buenos Aires. It's near all the most important places of the city. <br /> <br />I'm a 41 years old woman and I'm graphic designer. I love travelling, and I used to travel alone or with some friend. I like to discover other places and other ways of live.",,https://a0.muscache.com/pictures/303278/aebf9e23_original.jpg,242939,https://www.airbnb.com/users/show/242939,Gri,2010-09-22,"Buenos Aires, Argentina",De Buenos Aires,a few days or more,0%,0%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,[],f,f,,San Nicolas,,-34.60767,-58.37257,Entire rental unit,Entire home/apt,2,,1 bath,1,1,"[""Dryer"", ""Elevator"", ""Washer"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Kitchen""]","$10,133.00",4,730,4,4,730,730,4.0,730.0,,t,30,60,90,365,2022-09-22,0,0,0,,,,,,,,,,,f,1,1,0,0,
